品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
韓國現代,AC18CR,U2-C220113,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,數碼港科技有限公司,否
韓國現代,AC12CR,U2-C220112,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,數碼港科技有限公司,否
韓國現代,AC09CR,U2-C220111,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,數碼港科技有限公司,否
韓國現代,AC07CR,U2-C220110,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,數碼港科技有限公司,否
韓國現代,AC60,U2-C220109,2020,4,1071,6.70,3.0695,R410A,不適用,—,—,—,數碼港科技有限公司,否
韓國現代,AC50,U2-C220108,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,數碼港科技有限公司,否
韓國現代,AC35,U2-C220107,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,數碼港科技有限公司,否
韓國現代,AC25,U2-C220106,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,數碼港科技有限公司,否
韓國現代,AC20,U2-C220105,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,數碼港科技有限公司,否
日立牌,RAW-VJ18SCASK,U2-C220102,2020,2,585,5.29,4.4118,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
日立牌,RAW-VJ24SCASK,U2-C220098,2020,2,738,6.75,4.3184,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
樂信牌,RC-XN1821E,U2-C220097,2020,3,795,5.45,3.3521,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-XN1221V,U2-C220096,2020,3,560,3.60,3.2797,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-XN921J,U2-C220095,2020,3,418,2.59,3.2317,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-XN721J,U2-C220094,2020,3,343,2.26,3.1978,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-N1821E,U2-C220093,2020,3,795,5.45,3.3521,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-N1221V,U2-C220092,2020,3,560,3.60,3.2797,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-N921J,U2-C220091,2020,3,418,2.59,3.2317,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-N721J,U2-C220090,2020,3,343,2.26,3.1978,R32,不適用,—,—,—,信興電工工程有限公司,否
伊萊克斯,EWF183CR6WA,U2-C220089,2020,4,881,5.16,3.0420,R410A,不適用,—,—,—,大昌貿易行有限公司,否
伊萊克斯,EWF123CR6WA,U2-C220088,2020,4,579,3.51,3.0537,R410A,不適用,—,—,—,大昌貿易行有限公司,否
伊萊克斯,EWF093CR6WA,U2-C220087,2020,4,442,2.58,3.0216,R410A,不適用,—,—,—,大昌貿易行有限公司,否
伊萊克斯,EWF093CM5WA,U2-C220086,2020,4,442,2.58,3.0216,R410A,不適用,—,—,—,大昌貿易行有限公司,否
伊萊克斯,EWF073CR6WA,U2-C220085,2020,4,345,2.25,3.1473,R410A,不適用,—,—,—,大昌貿易行有限公司,否
伊萊克斯,EWF073CM5WA,U2-C220084,2020,4,345,2.25,3.1473,R410A,不適用,—,—,—,大昌貿易行有限公司,否
Panasonic,CW-XN1821EA,U2-C220083,2020,3,795,5.45,3.3521,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CW-XN1221VA,U2-C220082,2020,3,560,3.60,3.2797,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CW-XN921JA,U2-C220081,2020,3,418,2.59,3.2317,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CW-XN721JA,U2-C220080,2020,3,343,2.26,3.1978,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CW-N1821EA,U2-C220077,2020,3,795,5.45,3.3521,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CW-N1221VA,U2-C220076,2020,3,560,3.60,3.2797,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CW-N921JA,U2-C220075,2020,3,418,2.59,3.2317,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CW-N721JA,U2-C220074,2020,3,343,2.26,3.1978,R32,不適用,—,—,—,信興電器貿易有限公司,否
日立牌,RAW-VJ13SCASK,U2-C220065,2020,2,428,3.58,4.1348,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
日立牌,RAW-VJ10SCASK,U2-C220064,2020,2,315,2.56,4.0193,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
日立牌,RAW-VJ07SCASK,U2-C220063,2020,2,267,2.23,4.0752,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
飛歌,PWV2218R,U2-C220058,2020,4,881,5.16,3.0420,R410A,不適用,—,—,—,太平家庭電器,否
飛歌,PWV2212R,U2-C220057,2020,4,579,3.51,3.0537,R410A,不適用,—,—,—,太平家庭電器,否
飛歌,PWV2209R,U2-C220056,2020,4,439,2.64,3.0437,R410A,不適用,—,—,—,太平家庭電器,否
飛歌,PWV2207R,U2-C220055,2020,4,345,2.25,3.1473,R410A,不適用,—,—,—,太平家庭電器,否
飛歌,PWV2224M,U2-C220054,2020,4,1085,6.70,3.0758,R410A,不適用,—,—,—,太平家庭電器,否
飛歌,PWV2218M,U2-C220053,2020,4,881,5.16,3.0420,R410A,不適用,—,—,—,太平家庭電器,否
飛歌,PWV2212M,U2-C220052,2020,4,579,3.51,3.0537,R410A,不適用,—,—,—,太平家庭電器,否
飛歌,PWV2209M,U2-C220051,2020,4,442,2.58,3.0216,R410A,不適用,—,—,—,太平家庭電器,否
飛歌,PWV2207M,U2-C220050,2020,4,345,2.25,3.1473,R410A,不適用,—,—,—,太平家庭電器,否
飛歌,PVA2224R,U2-C220049,2020,2,798,6.66,3.9925,R410A,不適用,—,—,—,太平家庭電器,是
飛歌,PVA2218R,U2-C220048,2020,2,601,5.27,4.2873,R410A,不適用,—,—,—,太平家庭電器,是
飛歌,PVA2212R,U2-C220047,2020,2,430,3.65,4.1139,R410A,不適用,—,—,—,太平家庭電器,是
飛歌,PVA2209R,U2-C220046,2020,2,330,2.58,3.8266,R410A,不適用,—,—,—,太平家庭電器,是
飛歌,PVA2207R,U2-C220045,2020,2,284,2.26,3.8343,R410A,不適用,—,—,—,太平家庭電器,是
北極,FWA2218R,U2-C220044,2020,4,881,5.16,3.0420,R410A,不適用,—,—,—,太平家庭電器,否
北極,FWA2212R,U2-C220043,2020,4,579,3.51,3.0537,R410A,不適用,—,—,—,太平家庭電器,否
北極,FWA2209R,U2-C220042,2020,4,442,2.58,3.0216,R410A,不適用,—,—,—,太平家庭電器,否
北極,FWA2207R,U2-C220041,2020,4,345,2.25,3.1473,R410A,不適用,—,—,—,太平家庭電器,否
快意寶,W187-PAC,U2-C220040,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W127-PAC,U2-C220039,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W097-PAC,U2-C220038,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W077-PAC,U2-C220037,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W128R-PAC,U2-C220036,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W098R-PAC,U2-C220035,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,康富電器貿易有限公司,否
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
快意寶,W078R-PAC,U2-C220034,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S1807,U2-C220033,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S1207,U2-C220032,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S907,U2-C220031,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S707,U2-C220030,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S1208R,U2-C220029,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S908R,U2-C220028,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S708R,U2-C220027,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,康富電器貿易有限公司,否
惠而浦,AWA18020R,U2-C220026,2020,4,885,5.23,3.0257,R410A,不適用,—,—,—,惠而浦(香港)有限公司,否
惠而浦,AWA18020N,U2-C220025,2020,4,885,5.23,3.0257,R410A,不適用,—,—,—,惠而浦(香港)有限公司,否
惠而浦,AWA09220R,U2-C220024,2020,4,453,2.52,2.9430,R410A,不適用,—,—,—,惠而浦(香港)有限公司,否
惠而浦,AWA09220N,U2-C220023,2020,4,442,2.58,3.0216,R410A,不適用,—,—,—,惠而浦(香港)有限公司,否
惠而浦,AWA07520R,U2-C220022,2020,4,367,2.20,3.0127,R410A,不適用,—,—,—,惠而浦(香港)有限公司,否
惠而浦,AWA07520N,U2-C220021,2020,4,367,2.20,3.0127,R410A,不適用,—,—,—,惠而浦(香港)有限公司,否
惠而浦,AWV18001R,U2-C220020,2020,2,627,5.34,4.2750,R410A,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV18000R,U2-C220019,2020,2,627,5.34,4.2750,R410A,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV12001R,U2-C220018,2020,2,467,3.67,3.9431,R410A,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV12000R,U2-C220017,2020,2,467,3.67,3.9431,R410A,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV09001R,U2-C220016,2020,2,342,2.58,3.8426,R410A,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV09000R,U2-C220015,2020,2,342,2.58,3.8426,R410A,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV07001R,U2-C220014,2020,2,294,2.26,3.8506,R410A,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV07000R,U2-C220013,2020,2,294,2.26,3.8506,R410A,不適用,—,—,—,惠而浦(香港)有限公司,是
樂信牌,RC-X18HA,U2-C220012,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-X12HA,U2-C220011,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-X9HA,U2-C220010,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-X7HA,U2-C220009,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-X18A,U2-C220008,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-X12A,U2-C220007,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-X9A,U2-C220006,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-X7A,U2-C220005,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,信興電工工程有限公司,否
冰雪,FR-E18A,U2-C220004,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,信興電工工程有限公司,否
冰雪,FR-E12A,U2-C220003,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,信興電工工程有限公司,否
冰雪,FR-E9A,U2-C220002,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,信興電工工程有限公司,否
冰雪,FR-E7A,U2-C220001,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-XV2421G,U2-C210169,2020,4,1071,6.70,3.0695,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-XV1821G,U2-C210168,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-XV1221G,U2-C210167,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-XV921G,U2-C210166,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-XV721G,U2-C210165,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,信興電工工程有限公司,否
IMASU,IMW-FC24,U2-C210164,2020,2,798,6.66,3.9925,R410A,不適用,—,—,—,雋程國際有限公司,是
IMASU,IMW-FC18,U2-C210163,2020,2,600,5.28,4.2944,R410A,不適用,—,—,—,雋程國際有限公司,是
樂信牌,RC-V2421G,U2-C210162,2020,4,1071,6.70,3.0695,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-V1821G,U2-C210161,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-V1221G,U2-C210160,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-V921G,U2-C210159,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-V721G,U2-C210158,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,信興電工工程有限公司,否
格力,G224RN,U2-C210157,2020,4,1071,6.70,3.0695,R410A,不適用,—,—,—,太平家庭電器,否
格力,G218RN,U2-C210156,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,太平家庭電器,否
格力,G212RN,U2-C210155,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,太平家庭電器,否
格力,G209RN,U2-C210154,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,太平家庭電器,否
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
格力,G207RN,U2-C210153,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,太平家庭電器,否
格力,G224MN,U2-C210152,2020,4,1071,6.70,3.0695,R410A,不適用,—,—,—,太平家庭電器,否
格力,G218MN,U2-C210151,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,太平家庭電器,否
格力,G212MN,U2-C210150,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,太平家庭電器,否
格力,G209MN,U2-C210149,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,太平家庭電器,否
格力,G207MN,U2-C210148,2020,4,345,2.22,3.0441,R410A,不適用,—,—,—,太平家庭電器,否
格力,GWA2124BRN,U2-C210147,2020,4,1071,6.70,3.0695,R410A,不適用,—,—,—,太平家庭電器,否
格力,GWA2124BMN,U2-C210146,2020,4,1071,6.70,3.0695,R410A,不適用,—,—,—,太平家庭電器,否
Panasonic,CW-HU240ZA,U2-C210145,2020,1,753,6.80,4.6656,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CW-HU180ZA,U2-C210144,2020,1,553,5.11,4.5701,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CW-HU120ZA,U2-C210143,2020,1,393,3.54,4.6351,R32,不適用,—,—,—,信興電器貿易有限公司,是
樂信牌,RC-HU240Z,U2-C210142,2020,1,753,6.80,4.6656,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-HU180Z,U2-C210141,2020,1,553,5.11,4.5701,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-HU120Z,U2-C210140,2020,1,393,3.54,4.6351,R32,不適用,—,—,—,信興電工工程有限公司,是
Morita Denko,NMDWA18F3X1,U2-C210139,2020,4,855,5.29,3.1191,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
Morita Denko,NMDWA12F3X1,U2-C210138,2020,4,566,3.52,3.1399,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
Morita Denko,NMDWA09F3X1,U2-C210137,2020,4,431,2.49,3.0222,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
Morita Denko,NMDWA07F3X1,U2-C210136,2020,4,342,2.23,3.1195,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
樂信牌,RC-S90B,U2-C210091,2020,2,352,2.65,3.8090,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-S70B,U2-C210090,2020,2,290,2.20,3.8340,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-H90B,U2-C210089,2020,2,352,2.65,3.8090,R410A,2,35,2.71,3.2507,信興電工工程有限公司,是
樂信牌,RC-H70B,U2-C210088,2020,2,290,2.20,3.8340,R410A,2,29,2.24,3.3232,信興電工工程有限公司,是
樂信牌,RC-S240H,U2-C210081,2020,2,798,6.66,3.9925,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-S180H,U2-C210080,2020,2,600,5.28,4.2944,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-S120H,U2-C210079,2020,2,443,3.56,3.9990,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-S90H,U2-C210078,2020,2,338,2.57,3.7364,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-S70H,U2-C210077,2020,2,280,2.25,3.8858,R410A,不適用,—,—,—,信興電工工程有限公司,是
日立牌,RA-10RDF,U2-C210055,2020,3,422,2.67,3.2022,R32,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,否
日立牌,RA-08RDF,U2-C210054,2020,3,349,2.20,3.1573,R32,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,否
日立牌,RA-10RF,U2-C210053,2020,3,422,2.62,3.2045,R32,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,否
日立牌,RA-08RF,U2-C210052,2020,3,341,2.16,3.2243,R32,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,否
樂信牌,RC-HZ240Z,U2-C210047,2020,1,768,6.76,4.5727,R32,1,76,6.86,3.9445,信興電工工程有限公司,是
樂信牌,RC-XN2421E,U2-C210039,2020,3,1090,6.87,3.2237,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-N2421E,U2-C210038,2020,3,1090,6.87,3.2237,R32,不適用,—,—,—,信興電工工程有限公司,否
Panasonic,CW-N2421EA,U2-C210036,2020,3,1090,6.87,3.2237,R32,不適用,—,—,—,信興電器貿易有限公司,否
東芝,RAC-18NR-HK,U2-C210034,2020,4,856,5.25,3.1156,R410A,不適用,—,—,—,東芝香港有限公司,否
東芝,RAC-12NR-HK,U2-C210033,2020,4,573,3.51,3.1038,R410A,不適用,—,—,—,東芝香港有限公司,否
東芝,RAC-09NR-HK,U2-C210032,2020,4,420,2.52,3.1064,R410A,不適用,—,—,—,東芝香港有限公司,否
東芝,RAC-07NR-HK,U2-C210031,2020,4,345,2.19,3.0891,R410A,不適用,—,—,—,東芝香港有限公司,否
東芝,RAC-18N-HK,U2-C210030,2020,4,856,5.25,3.1156,R410A,不適用,—,—,—,東芝香港有限公司,否
東芝,RAC-12N-HK,U2-C210029,2020,4,573,3.51,3.1038,R410A,不適用,—,—,—,東芝香港有限公司,否
東芝,RAC-09N-HK,U2-C210028,2020,4,420,2.52,3.1064,R410A,不適用,—,—,—,東芝香港有限公司,否
東芝,RAC-07N-HK,U2-C210027,2020,4,345,2.19,3.0891,R410A,不適用,—,—,—,東芝香港有限公司,否
樂信牌,RC-HZ180Z,U2-C210026,2020,1,552,4.96,4.5822,R32,1,53,5.04,4.0644,信興電工工程有限公司,是
樂信牌,RC-HZ120Z,U2-C210025,2020,1,402,3.49,4.5238,R32,1,39,3.45,4.0477,信興電工工程有限公司,是
樂信牌,RC-HZ90Z,U2-C210024,2020,2,343,2.63,3.9305,R32,1,32,2.63,3.6712,信興電工工程有限公司,是
樂信牌,RC-HZ70Z,U2-C210023,2020,2,265,2.14,4.1409,R32,1,25,2.14,3.7874,信興電工工程有限公司,是
樂信牌,RC-HU90Z,U2-C210022,2020,2,343,2.63,3.9305,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-HU70Z,U2-C210021,2020,2,265,2.14,4.1409,R32,不適用,—,—,—,信興電工工程有限公司,是
北極,FWA2109R,U2-C210014,2020,4,431,2.57,3.0924,R410A,不適用,—,—,—,太平家庭電器,否
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
樂信牌,RC-X9KM,U2-C210013,2020,4,425,2.57,3.1384,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-X7KM,U2-C210012,2020,4,334,2.00,3.1045,R410A,不適用,—,—,—,信興電工工程有限公司,否
北極,FWA2118R,U2-C210003,2020,4,889,5.14,3.0129,R410A,不適用,—,—,—,太平家庭電器,否
北極,FWA2112R,U2-C210002,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,太平家庭電器,否
格力,GWA2124BR,U2-C200120,2020,4,1050,6.61,3.1292,R410A,不適用,—,—,—,太平家庭電器,否
格力,GWA2118BR,U2-C200119,2020,4,860,5.26,3.0272,R410A,不適用,—,—,—,太平家庭電器,否
格力,GWA2112BR,U2-C200118,2020,4,563,3.43,3.0530,R410A,不適用,—,—,—,太平家庭電器,否
格力,GWA2109BR,U2-C200117,2020,4,430,2.64,3.0343,R410A,不適用,—,—,—,太平家庭電器,否
